City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
267,padang,-0.9492,100.3543,77.05,90,97,1.52,ID,2023-10-06 12:52:00
268,damghan,36.1683,54.348,62.22,32,0,1.81,IR,2023-10-06 12:53:29
269,tralee,52.2704,-9.7026,64.65,77,20,12.66,IE,2023-10-06 12:50:04
270,fengxiang,47.5833,130.8333,40.24,69,41,8.59,CN,2023-10-06 12:53:29
271,stanthorpe,-28.6667,151.95,49.42,88,25,12.37,AU,2023-10-06 12:53:30
272,raduzhny,62.0961,77.475,43.5,88,99,5.46,RU,2023-10-06 12:53:30
273,utrik,11.2278,169.8474,82.92,72,69,17.34,MH,2023-10-06 12:53:30
274,fort bragg,35.139,-79.006,78.04,94,75,8.05,US,2023-10-06 12:49:42
275,khatra,22.9833,86.85,78.6,85,56,2.84,IN,2023-10-06 12:53:30
276,kayangel,8.0823,134.7173,83.07,79,99,11.41,PW,2023-10-06 12:53:30
277,obo,5.3998,26.4869,76.05,82,55,2.73,CF,2023-10-06 12:53:31
278,farafangana,-22.8167,47.8333,71.33,69,0,10.69,MG,2023-10-06 12:53:31
279,inari,68.906,27.0288,32.2,69,69,5.08,FI,2023-10-06 12:50:31
280,novomyrhorod,48.7811,31.642,52.39,39,5,8.37,UA,2023-10-06 12:53:31
281,east london,-33.0153,27.9116,68.94,94,100,6.91,ZA,2023-10-06 12:53:31
282,kununurra,-15.7667,128.7333,87.78,22,67,13.8,AU,2023-10-06 12:48:39
283,yuzhno-kurilsk,44.0306,145.8556,52.38,87,98,26.87,RU,2023-10-06 12:53:32
284,ceeldheer,3.8488,47.1806,80.42,78,31,14.05,SO,2023-10-06 12:53:32
285,aasiaat,68.7098,-52.8699,36.32,87,100,12.59,GL,2023-10-06 12:53:32
286,kapa'a,22.0752,-159.319,78.78,94,100,4.61,US,2023-10-06 12:53:32
287,vila velha,-20.3297,-40.2925,85.95,72,40,16.11,BR,2023-10-06 12:53:33
288,baotou,40.6522,109.8222,53.87,63,66,5.26,CN,2023-10-06 12:53:33
289,brisas de zicatela,15.8369,-97.0419,86.65,69,55,5.82,MX,2023-10-06 12:53:33
290,waliso,8.5333,37.9833,58.01,61,13,6.44,ET,2023-10-06 12:49:56
291,san luis de la loma,17.2706,-100.8939,87.15,68,10,5.01,MX,2023-10-06 12:53:33
292,cromwell,41.5951,-72.6454,72.0,87,100,0.0,US,2023-10-06 12:49:38
293,port saint john's,-31.6229,29.5448,70.93,92,57,9.37,ZA,2023-10-06 12:53:33
294,brigantine,39.4101,-74.3646,78.21,85,72,3.0,US,2023-10-06 12:53:34
295,constantia,44.1833,28.65,65.08,49,94,9.48,RO,2023-10-06 12:51:11
296,vadso,70.0744,29.7487,35.76,87,40,14.97,NO,2023-10-06 12:53:34
297,katsuura,35.1333,140.3,68.02,47,100,13.62,JP,2023-10-06 12:53:34
298,lensk,60.7253,114.9278,40.71,96,100,7.0,RU,2023-10-06 12:53:34
299,marang,5.2056,103.2059,76.93,87,30,6.49,MY,2023-10-06 12:53:34
300,xai-xai,-25.0519,33.6442,73.92,84,0,10.98,MZ,2023-10-06 12:53:34
301,nezhinka,51.7676,55.3694,53.91,100,48,0.0,RU,2023-10-06 12:53:35
302,springbok,-29.6643,17.8865,58.78,46,6,10.83,ZA,2023-10-06 12:53:35
303,bikenibeu village,1.3673,173.1241,78.76,94,75,3.44,KI,2023-10-06 12:53:35
304,botou,38.0667,116.5667,61.75,48,100,5.57,CN,2023-10-06 12:53:35
305,west bay,19.3667,-81.4167,90.05,76,20,8.05,KY,2023-10-06 12:53:35
306,mangalia,43.8,28.5833,66.87,57,84,6.69,RO,2023-10-06 12:53:36
307,suva,-18.1416,178.4415,69.28,68,75,0.0,FJ,2023-10-06 12:53:36
308,dudinka,69.4058,86.1778,34.63,92,100,18.99,RU,2023-10-06 12:53:36
309,kourou,5.1552,-52.6478,91.45,59,50,10.27,GF,2023-10-06 12:53:36
310,murghob,38.1702,73.9667,38.5,71,100,4.09,TJ,2023-10-06 12:53:36
311,nishifukuma,33.7667,130.4667,66.2,58,90,5.46,JP,2023-10-06 12:53:00
312,pangody,65.85,74.4859,40.98,83,99,11.52,RU,2023-10-06 12:53:37
313,barro alto,-11.7608,-41.9117,92.3,30,48,9.17,BR,2023-10-06 12:53:37
314,siguiri,11.6667,-9.5,86.72,66,90,3.18,GN,2023-10-06 12:53:37
315,lucapa,-8.4192,20.7447,83.64,33,55,4.9,AO,2023-10-06 12:53:37
316,okigwe,5.8352,7.3599,75.76,93,95,5.95,NG,2023-10-06 12:53:38
317,gereshk,31.8209,64.5701,75.58,18,0,12.55,AF,2023-10-06 12:53:38
318,horta,38.5333,-28.6333,71.24,72,20,20.71,PT,2023-10-06 12:53:38
319,auki,-8.7676,160.7034,76.62,87,100,4.27,SB,2023-10-06 12:53:38
320,leava,-14.3,-178.1667,77.41,64,96,20.83,WF,2023-10-06 12:53:38
321,pacific grove,36.6177,-121.9166,81.9,51,0,3.0,US,2023-10-06 12:53:38
322,qusmuryn,52.4503,64.6311,54.05,79,100,5.93,KZ,2023-10-06 12:53:39
323,kerikeri,-35.2268,173.9474,49.91,89,84,3.65,NZ,2023-10-06 12:53:39
324,tulagi,-9.0996,160.1476,80.87,77,100,15.5,SB,2023-10-06 12:53:39
325,walvis bay,-22.9575,14.5053,65.35,68,0,18.41,NA,2023-10-06 12:53:39
326,saudarkrokur,65.7461,-19.6394,37.54,67,57,4.63,IS,2023-10-06 12:53:39
327,carauari,-4.8828,-66.8958,104.25,28,47,3.96,BR,2023-10-06 12:53:39
328,vanimo,-2.6741,141.3028,77.86,87,84,1.25,PG,2023-10-06 12:53:40
329,tolanaro,-25.0319,46.9987,75.27,69,0,24.16,MG,2023-10-06 12:53:40
330,shurugwi,-19.6702,30.0059,76.64,14,0,4.0,ZW,2023-10-06 12:53:40
331,afaahiti,-17.75,-149.2833,75.07,78,98,23.4,PF,2023-10-06 12:49:35
332,haiku-pauwela,20.9219,-156.3051,76.05,83,0,3.44,US,2023-10-06 12:53:40
333,barrouallie,13.2333,-61.2667,85.62,79,75,5.75,VC,2023-10-06 12:53:40
334,at tall al kabir,30.5445,31.7853,77.49,58,82,12.64,EG,2023-10-06 12:53:41
335,okhotsk,59.3833,143.3,39.13,86,53,4.21,RU,2023-10-06 12:49:06
336,phayuha khiri,15.4553,100.1353,80.96,93,100,4.18,TH,2023-10-06 12:53:41
337,tura,25.5198,90.2201,71.26,98,100,3.98,IN,2023-10-06 12:53:41
338,selizharovo,56.8519,33.4487,38.32,75,10,8.3,RU,2023-10-06 12:53:41
339,yaren,-0.5472,166.916,82.8,79,82,11.52,NR,2023-10-06 12:53:41
340,nakhon pathom,13.9833,100.0833,77.9,88,100,6.02,TH,2023-10-06 12:53:41
341,mersing,2.4312,103.8405,80.51,89,20,5.75,MY,2023-10-06 12:53:42
342,goundi,9.3627,17.366,73.87,89,97,3.83,TD,2023-10-06 12:53:42
343,jayapura,-2.5333,140.7,78.19,89,87,2.89,ID,2023-10-06 12:49:19
344,saipan,15.1355,145.701,79.5,89,75,11.5,MP,2023-10-06 12:50:03
345,abaetetuba,-1.7181,-48.8825,94.42,42,83,6.71,BR,2023-10-06 12:50:41
346,ugoofaaru,5.6667,73.0,82.98,77,100,10.56,MV,2023-10-06 12:53:42
347,ondjiva,-17.0667,15.7333,88.12,12,4,4.45,AO,2023-10-06 12:53:43
348,okha,53.5739,142.9478,41.9,88,100,9.6,RU,2023-10-06 12:53:43
349,la sarre,48.8002,-79.1996,61.83,62,41,13.24,CA,2023-10-06 12:53:43
350,cockburn town,21.4612,-71.1419,83.34,73,23,2.13,TC,2023-10-06 12:53:43
351,weno,7.4515,151.8468,81.91,78,100,12.1,FM,2023-10-06 12:53:43
352,namibe,-15.1961,12.1522,66.65,86,36,8.21,AO,2023-10-06 12:53:44
353,nova vicosa,-17.8919,-39.3719,82.04,67,100,15.68,BR,2023-10-06 12:53:44
354,sicuani,-14.2694,-71.2261,67.64,33,44,6.62,PE,2023-10-06 12:53:44
355,aguilar de campoo,42.7945,-4.2589,76.6,29,0,4.25,ES,2023-10-06 12:53:44
356,tupiza,-21.45,-65.7167,80.24,2,52,26.75,BO,2023-10-06 12:53:44
357,hamilton,39.1834,-84.5333,73.99,52,40,8.05,US,2023-10-06 12:53:44
358,kencong,-8.2833,113.3667,74.41,92,33,0.69,ID,2023-10-06 12:53:44
359,alaghsas,17.0187,8.0168,100.29,19,0,2.3,NE,2023-10-06 12:53:45
360,santo andre,-23.6639,-46.5383,89.17,58,20,12.66,BR,2023-10-06 12:50:16
361,staryya darohi,53.0402,28.267,46.63,55,55,4.79,BY,2023-10-06 12:53:45
362,cidade velha,14.9167,-23.6167,88.27,66,20,11.5,CV,2023-10-06 12:53:45
363,skelleftea,64.7507,20.9528,33.01,100,100,5.75,SE,2023-10-06 12:52:10
364,urumqi,43.801,87.6005,59.95,36,0,6.71,CN,2023-10-06 12:53:45
365,usogorsk,63.4106,48.6872,40.66,91,100,5.35,RU,2023-10-06 12:53:46
366,kodiak,57.79,-152.4072,42.31,93,100,0.0,US,2023-10-06 12:53:46
367,negresti-oas,47.8667,23.4333,55.67,60,58,0.74,RO,2023-10-06 12:53:46
368,kittila,67.6647,24.8936,33.94,75,0,4.61,FI,2023-10-06 12:53:46
369,romanovka,51.7443,42.7527,53.11,73,67,9.57,RU,2023-10-06 12:53:46
370,tvoroyri,61.5556,-6.8111,45.12,59,91,22.53,FO,2023-10-06 12:53:46
371,villa huidobro,-34.8383,-64.5869,66.33,34,99,6.29,AR,2023-10-06 12:53:47
372,geraldton,-28.7667,114.6,55.81,94,0,6.91,AU,2023-10-06 12:50:26
373,turpan,42.9333,89.1667,73.33,24,1,2.46,CN,2023-10-06 12:53:47
374,thinadhoo,0.5333,72.9333,81.91,71,62,2.19,MV,2023-10-06 12:53:47
375,san vicente de canete,-13.0751,-76.3835,72.39,73,60,9.73,PE,2023-10-06 12:53:47
376,salacgriva,57.7536,24.3581,48.24,87,100,21.9,LV,2023-10-06 12:53:47
377,elorrio,43.1283,-2.5368,86.83,76,0,3.51,ES,2023-10-06 12:53:47
378,belo sur tsiribihina,-19.7,44.55,76.46,80,7,5.77,MG,2023-10-06 12:53:48
379,bam,29.106,58.357,76.01,23,0,7.78,IR,2023-10-06 12:53:48
380,brookings,44.3114,-96.7984,46.18,76,100,27.63,US,2023-10-06 12:49:43
381,mthatha,-31.5889,28.7844,66.76,88,75,8.05,ZA,2023-10-06 12:53:48
382,ghat,24.9647,10.1728,84.02,20,6,12.21,LY,2023-10-06 12:53:48
383,la foa,-21.7108,165.8276,66.83,77,27,4.41,NC,2023-10-06 12:53:48
384,zeya,53.75,127.2667,34.9,57,27,1.99,RU,2023-10-06 12:53:49
385,strezhevoy,60.7333,77.5889,49.96,87,100,1.01,RU,2023-10-06 12:53:49
386,batamshinskiy,50.5594,58.2747,51.55,83,100,8.46,KZ,2023-10-06 12:53:49
387,tazovsky,67.4667,78.7,37.17,84,53,13.53,RU,2023-10-06 12:53:49
388,kaa-khem,51.6833,94.7333,46.4,54,44,4.83,RU,2023-10-06 12:53:49
389,wegscheid,48.6014,13.7873,53.76,45,100,4.0,DE,2023-10-06 12:53:49
390,zakynthos,37.7914,20.8953,76.32,73,20,5.75,GR,2023-10-06 12:53:50
391,avarua,-21.2078,-159.775,69.85,94,100,9.22,CK,2023-10-06 12:52:17
392,labytnangi,66.6572,66.4183,42.06,90,43,7.83,RU,2023-10-06 12:53:50
393,tabas,33.5959,56.9244,73.62,20,0,4.61,IR,2023-10-06 12:53:50
394,toliara,-23.35,43.6667,79.54,42,0,12.95,MG,2023-10-06 12:53:50
395,novofedorivka,46.1713,32.3178,62.94,47,53,11.68,UA,2023-10-06 12:53:50
396,kolwezi,-10.7148,25.4667,79.56,32,78,7.38,CD,2023-10-06 12:53:51
397,portland,45.5234,-122.6762,76.05,57,0,11.99,US,2023-10-06 12:42:24
398,covington,39.0837,-84.5086,74.46,54,40,8.05,US,2023-10-06 12:53:51
399,diphu,25.8333,93.4333,72.84,100,100,2.26,IN,2023-10-06 12:53:51
400,thunder bay,48.4001,-89.3168,46.38,87,100,12.66,CA,2023-10-06 12:52:47
401,paka,4.6374,103.4368,80.53,94,20,0.0,MY,2023-10-06 12:53:52
402,dyat'kovo,53.5978,34.3382,46.78,54,20,12.03,RU,2023-10-06 12:53:52
403,amga,60.8953,131.9608,24.98,90,76,1.99,RU,2023-10-06 12:53:52
404,uray,60.1247,64.7758,50.88,59,100,5.01,RU,2023-10-06 12:53:52
405,santa fe do sul,-20.2111,-50.9258,101.8,25,33,7.61,BR,2023-10-06 12:53:52
406,codajas,-3.8367,-62.0569,105.87,25,97,1.57,BR,2023-10-06 12:53:18
407,korla,41.7597,86.1469,66.25,28,5,8.48,CN,2023-10-06 12:53:53
408,alofi,-19.0595,-169.9187,60.69,94,66,1.14,NU,2023-10-06 12:53:53
409,cidreira,-30.1811,-50.2056,64.62,92,99,10.98,BR,2023-10-06 12:49:44
410,selfoss,63.9331,-20.9971,41.04,98,100,4.47,IS,2023-10-06 12:49:36
411,vorkuta,67.5,64.0,41.59,88,99,14.34,RU,2023-10-06 12:53:53
412,gbadolite,4.2833,21.0167,76.03,92,72,1.68,CD,2023-10-06 12:53:53
413,kiunga,-6.1219,141.2906,72.23,99,98,1.5,PG,2023-10-06 12:53:53
414,mabaruma,8.2,-59.7833,88.25,60,100,5.03,GY,2023-10-06 12:53:54
415,keflavik,64.0049,-22.5624,44.51,81,75,3.44,IS,2023-10-06 12:53:54
416,khilok,51.3674,110.4676,40.84,71,100,2.89,RU,2023-10-06 12:53:54
417,konarka,19.9,86.1167,82.8,75,100,9.13,IN,2023-10-06 12:53:54
418,pobe,6.9801,2.6649,81.72,79,63,4.23,BJ,2023-10-06 12:53:54
419,reggane,26.7158,0.1714,94.3,12,45,11.01,DZ,2023-10-06 12:53:54
420,zhangye,38.9342,100.4517,57.72,42,83,4.47,CN,2023-10-06 12:53:55
421,bulawayo,-20.15,28.5833,77.97,10,0,7.29,ZW,2023-10-06 12:53:55
422,grottammare,42.9888,13.8649,72.01,72,5,4.76,IT,2023-10-06 12:53:55
423,nikolayevsk,50.0282,45.4595,59.76,48,100,8.25,RU,2023-10-06 12:53:55
424,saint-pierre,-21.3393,55.4781,73.08,56,100,13.8,RE,2023-10-06 12:53:55
425,anadyr,64.75,177.4833,19.9,93,0,8.95,RU,2023-10-06 12:49:43
426,kyshtovka,56.555,76.6271,54.34,69,90,5.99,RU,2023-10-06 12:53:55
427,aswan,24.0934,32.907,101.5,16,0,6.91,EG,2023-10-06 12:53:56
428,plast,54.3691,60.8136,50.95,90,100,9.53,RU,2023-10-06 12:53:56
429,papao,-17.75,-149.55,76.68,75,100,27.2,PF,2023-10-06 12:53:56
430,hue,16.4667,107.6,78.91,94,20,2.3,VN,2023-10-06 12:49:10
431,shangqiu,34.45,115.65,57.11,59,96,4.83,CN,2023-10-06 12:49:32
432,peterhead,57.5058,-1.7981,54.0,79,100,18.41,GB,2023-10-06 12:53:57
433,hadibu,12.65,54.0333,81.52,75,0,5.32,YE,2023-10-06 12:50:20
434,la union,-5.4,-80.75,84.6,47,98,15.41,PE,2023-10-06 12:53:57
435,mirnyy,62.5353,113.9611,39.24,100,100,15.99,RU,2023-10-06 12:53:57
436,flying fish cove,-10.4217,105.6791,74.88,94,100,10.36,CX,2023-10-06 12:53:57
437,charlottetown,46.2352,-63.1267,73.69,71,40,12.66,CA,2023-10-06 12:53:57
438,jiuquan,39.7432,98.5174,56.71,39,45,3.29,CN,2023-10-06 12:53:57
439,esqueda,30.7167,-109.5833,77.74,34,3,6.2,MX,2023-10-06 12:53:57
440,norilsk,69.3535,88.2027,34.43,96,100,22.66,RU,2023-10-06 12:53:58
441,callao,-12.0667,-77.15,68.29,77,75,5.75,PE,2023-10-06 12:53:58
442,zabaykal'sk,49.6333,117.3167,48.2,45,100,5.57,RU,2023-10-06 12:53:58
443,kasane,-17.8167,25.15,82.99,18,20,1.12,BW,2023-10-06 12:53:58
444,linqu,36.5156,118.5397,59.99,46,97,3.44,CN,2023-10-06 12:53:58
445,zhezqazghan,47.7833,67.7667,58.93,34,54,5.93,KZ,2023-10-06 12:50:39
446,xique xique,-10.8217,-42.7311,91.76,38,72,6.6,BR,2023-10-06 12:53:59
447,zeribet el oued,34.6828,6.5111,85.19,25,0,5.19,DZ,2023-10-06 12:53:59
448,puerto baquerizo moreno,-0.9,-89.6,74.39,83,100,9.22,EC,2023-10-06 12:53:59
449,northam,51.0333,-4.2167,67.39,82,16,11.01,GB,2023-10-06 12:53:59
450,sokoni,-6.4333,39.55,78.66,81,10,13.18,TZ,2023-10-06 12:53:59
451,hengchun,22.0042,120.7439,79.5,83,97,9.44,TW,2023-10-06 12:53:59
452,bahia blanca,-38.7196,-62.2724,72.12,19,0,19.57,AR,2023-10-06 12:53:59
453,orlovskiy,46.8714,42.0592,58.95,67,100,8.75,RU,2023-10-06 12:54:00
454,el calafate,-50.3408,-72.2768,42.19,52,11,12.62,AR,2023-10-06 12:54:00
455,chudovo,59.1167,31.6833,39.22,72,22,5.01,RU,2023-10-06 12:54:00
456,newman,37.3138,-121.0208,80.24,45,0,1.99,US,2023-10-06 12:54:00
457,waiuku,-37.25,174.75,54.25,88,52,3.38,NZ,2023-10-06 12:54:00
458,juigne,47.7188,-0.3941,72.36,37,0,2.3,FR,2023-10-06 12:54:00
459,vernon,50.2581,-119.2691,53.29,83,66,5.99,CA,2023-10-06 12:54:01
460,yueyang,29.3333,113.0919,58.91,85,100,13.53,CN,2023-10-06 12:54:01
461,gergebil',42.5047,47.0661,55.47,77,86,1.28,RU,2023-10-06 12:54:01
462,annau,37.8876,58.516,65.7,52,75,4.61,TM,2023-10-06 12:54:01
463,poddebice,51.8934,18.9573,59.95,56,99,14.29,PL,2023-10-06 12:54:01
464,sangueya,10.7,-14.3667,80.98,85,100,4.63,GN,2023-10-06 12:54:01
465,atar,20.5169,-13.0499,104.67,10,81,2.35,MR,2023-10-06 12:54:02
466,thisted,56.9552,8.6949,60.21,86,100,31.5,DK,2023-10-06 12:54:02
467,smila,49.2224,31.8871,51.06,41,3,7.27,UA,2023-10-06 12:54:02
468,timbuktu,16.7735,-3.0074,101.73,17,76,5.73,ML,2023-10-06 12:54:02
469,posto fiscal rolim de moura,-13.0833,-62.2667,107.47,19,91,8.95,BR,2023-10-06 12:54:02
470,holualoa,19.6228,-155.9522,73.24,84,20,7.0,US,2023-10-06 12:49:36
471,ponta delgada,37.7333,-25.6667,68.72,94,75,17.27,PT,2023-10-06 12:54:03
472,conception bay south,47.4999,-52.9981,59.04,91,99,3.65,CA,2023-10-06 12:49:59
473,minas de marcona,-15.2119,-75.1103,66.58,63,53,16.24,PE,2023-10-06 12:54:03
474,guerrero negro,27.9769,-114.0611,78.6,51,18,4.83,MX,2023-10-06 12:51:01
475,nalut,30.3333,10.85,78.01,24,0,9.69,LY,2023-10-06 12:54:04
476,natal,-5.795,-35.2094,84.85,74,75,17.27,BR,2023-10-06 12:50:25
477,pierre,44.3683,-100.351,45.86,64,100,27.63,US,2023-10-06 12:50:38
478,yeniseysk,58.4497,92.1703,53.94,76,99,5.99,RU,2023-10-06 12:54:04
479,salalah,17.0151,54.0924,80.69,83,0,5.75,OM,2023-10-06 12:54:05
480,crane,31.3974,-102.3501,73.67,48,41,7.96,US,2023-10-06 12:54:05
481,turaif,31.6725,38.6637,82.65,24,40,6.91,SA,2023-10-06 12:54:05
482,port augusta,-32.5,137.7667,52.27,50,2,5.95,AU,2023-10-06 12:54:05
483,buerarema,-14.9594,-39.2997,82.99,43,82,9.53,BR,2023-10-06 12:54:05
484,kingston,17.997,-76.7936,91.24,72,20,8.05,JM,2023-10-06 12:50:21
485,ulsteinvik,62.3432,5.8487,47.32,87,100,20.0,NO,2023-10-06 12:54:06
486,port alfred,-33.5906,26.891,65.17,100,99,1.99,ZA,2023-10-06 12:49:11
487,manali,13.1667,80.2667,84.29,86,94,7.61,IN,2023-10-06 12:54:06
488,tevriz,57.509,72.4042,51.37,77,96,4.56,RU,2023-10-06 12:54:06
489,kolobrzeg,54.1757,15.5834,61.16,85,100,27.54,PL,2023-10-06 12:52:12
490,chesma,53.8111,60.6533,50.56,90,100,9.84,RU,2023-10-06 12:54:07
491,nili,33.7218,66.1302,61.68,27,0,3.62,AF,2023-10-06 12:54:07
492,rosetta,31.4044,30.4164,75.58,66,51,12.44,EG,2023-10-06 12:54:07
493,aykhal,66.0,111.5,28.08,88,100,7.0,RU,2023-10-06 12:54:07
494,adigrat,14.277,39.462,61.45,54,0,4.32,ET,2023-10-06 12:54:08
495,karratha,-20.7377,116.8463,81.23,24,0,10.0,AU,2023-10-06 12:49:55
496,chilecito,-29.1619,-67.4974,80.1,7,0,13.47,AR,2023-10-06 12:54:08
497,mermoz boabab,14.7065,-17.4758,91.96,70,0,2.3,SN,2023-10-06 12:54:08
498,barcelona,41.3888,2.159,81.14,77,20,9.22,ES,2023-10-06 12:53:48
499,antofagasta,-23.65,-70.4,63.68,66,21,9.31,CL,2023-10-06 12:54:08
500,mont-dore,-22.2833,166.5833,66.18,82,18,6.38,NC,2023-10-06 12:54:09
501,changji,44.0167,87.3167,63.39,36,0,6.71,CN,2023-10-06 12:54:09
502,susuman,62.7833,148.1667,29.98,82,100,5.01,RU,2023-10-06 12:54:09
503,shagonar,51.5333,92.8,48.13,54,66,0.92,RU,2023-10-06 12:54:09
504,ringkobing,56.0901,8.244,62.02,82,100,32.95,DK,2023-10-06 12:54:09
505,chililabombwe,-12.3648,27.8229,80.13,28,57,3.38,ZM,2023-10-06 12:54:10
506,revelstoke,50.9832,-118.2023,44.62,100,40,2.3,CA,2023-10-06 12:54:10
507,iquique,-20.2208,-70.1431,69.84,68,5,8.08,CL,2023-10-06 12:54:10
508,cam pha mines,21.0167,107.3,77.45,84,86,8.48,VN,2023-10-06 12:54:10
509,oak hill,37.9723,-81.1487,70.75,79,86,6.29,US,2023-10-06 12:54:10
510,masallatah,32.6167,14.0,72.97,69,5,13.15,LY,2023-10-06 12:54:11
511,soe,-9.8607,124.284,65.43,88,12,5.23,ID,2023-10-06 12:54:11
512,chengde,40.9725,117.9361,53.78,43,100,1.14,CN,2023-10-06 12:54:11
513,ust'-ordynskiy,52.805,104.7508,46.33,68,100,5.08,RU,2023-10-06 12:54:11
514,copiapo,-27.3667,-70.3333,60.49,37,19,8.63,CL,2023-10-06 12:54:11
515,taroa,8.7058,171.2275,83.1,77,100,17.4,MH,2023-10-06 12:54:12
516,balabac,7.9868,117.0645,81.46,79,92,2.82,PH,2023-10-06 12:54:12
517,bardsir,29.9227,56.5743,65.3,35,0,3.33,IR,2023-10-06 12:54:12
518,qiqihar,47.3408,123.9672,44.98,57,2,6.6,CN,2023-10-06 12:54:12
519,yangjiang,21.85,111.9667,78.28,75,100,4.27,CN,2023-10-06 12:54:12
520,karasburg,-28.0167,18.75,74.44,23,9,17.38,NA,2023-10-06 12:54:13
521,sungai raya,0.7,108.9,78.82,90,92,5.82,ID,2023-10-06 12:54:13
522,barra de santo antonio,-9.4047,-35.5072,85.28,69,52,10.85,BR,2023-10-06 12:54:13
523,dakhla,23.6848,-15.958,91.42,29,0,17.27,EH,2023-10-06 12:54:13
524,cam ranh,11.9214,109.1591,78.76,89,20,2.3,VN,2023-10-06 12:54:13
525,sao vicente,-23.9631,-46.3919,96.98,54,100,4.61,BR,2023-10-06 12:54:14
526,wanning,18.8003,110.3967,78.76,87,86,3.69,CN,2023-10-06 12:54:14
527,ciudad melchor muzquiz,27.8833,-101.5167,77.29,60,98,6.93,MX,2023-10-06 12:54:14
528,maslyanino,54.3436,84.2111,46.67,71,57,1.45,RU,2023-10-06 12:54:14
529,cabedelo,-6.9811,-34.8339,83.07,73,100,16.8,BR,2023-10-06 12:54:14
530,la ronge,55.1001,-105.2842,35.85,75,75,10.36,CA,2023-10-06 12:54:14
531,micheweni,-4.9667,39.8333,77.81,78,35,7.83,TZ,2023-10-06 12:54:15
532,nchelenge,-9.3451,28.734,82.87,44,47,2.75,ZM,2023-10-06 12:54:15
533,parauapebas,-6.0675,-49.9022,84.18,78,75,0.0,BR,2023-10-06 12:54:15
534,kavaratti,10.5669,72.642,81.99,64,9,7.38,IN,2023-10-06 12:54:15
535,haymana,39.4321,32.4973,61.07,34,71,4.25,TR,2023-10-06 12:54:16
536,tangalle,6.024,80.7911,76.87,92,97,8.79,LK,2023-10-06 12:54:16
537,ambon,-3.6954,128.1814,81.88,95,40,4.61,ID,2023-10-06 12:54:16
